prompt_id,model,expected_answer,predicted_answer,is_correct,complexity_level,time_taken,tokens_used,temperature,seed,grid_size,level
722,gpt-4.1,behind,behind,1,low,3.38,1395,0.0,42,10,Low
723,gpt-4.1,behind,behind,1,low,1.81,1281,0.0,42,10,Low
724,gpt-4.1,behind,behind,1,low,3.01,1344,0.0,42,10,Low
725,gpt-4.1,behind,behind,1,low,1.84,1306,0.0,42,10,Low
726,gpt-4.1,behind,behind,1,low,2.67,1316,0.0,42,10,Low
727,gpt-4.1,behind,behind,1,low,7.16,1397,0.0,42,10,Low
728,gpt-4.1,behind,behind,1,low,1.64,1274,0.0,42,10,Low
729,gpt-4.1,behind,behind,1,low,2.78,1378,0.0,42,10,Low
730,gpt-4.1,behind,behind,1,low,1.72,1253,0.0,42,10,Low
731,gpt-4.1,behind,behind,1,low,1.84,1308,0.0,42,10,Low
732,gpt-4.1,behind,left,0,low,1.86,1294,0.0,42,10,Low
733,gpt-4.1,behind,behind,1,low,1.62,1281,0.0,42,10,Low
734,gpt-4.1,behind,in-front,0,low,1.3,1266,0.0,42,10,Low
735,gpt-4.1,behind,behind,1,low,3.42,1467,0.0,42,10,Low
736,gpt-4.1,behind,behind,1,low,1.75,1297,0.0,42,10,Low
737,gpt-4.1,behind,behind,1,low,2.66,1377,0.0,42,10,Low
738,gpt-4.1,behind,behind,1,low,2.33,1343,0.0,42,10,Low
739,gpt-4.1,behind,behind,1,low,4.51,1511,0.0,42,10,Low
740,gpt-4.1,behind,behind,1,low,1.55,1265,0.0,42,10,Low
741,gpt-4.1,behind,behind,1,low,3.45,1423,0.0,42,10,Low
742,gpt-4.1,behind,right,0,low,1.75,1302,0.0,42,10,Low
743,gpt-4.1,behind,behind,1,low,2.28,1348,0.0,42,10,Low
744,gpt-4.1,behind,behind,1,low,2.33,1365,0.0,42,10,Low
745,gpt-4.1,behind,behind,1,low,2.97,1406,0.0,42,10,Low
746,gpt-4.1,behind,behind,1,low,2.05,1295,0.0,42,10,Low
747,gpt-4.1,behind,behind,1,low,1.74,1308,0.0,42,10,Low
748,gpt-4.1,behind,behind,1,low,1.54,1284,0.0,42,10,Low
749,gpt-4.1,behind,behind,1,low,2.87,1330,0.0,42,10,Low
750,gpt-4.1,behind,left,0,low,2.66,1392,0.0,42,10,Low
751,gpt-4.1,left,left,1,low,2.56,1373,0.0,42,10,Low
752,gpt-4.1,left,right,0,low,2.25,1311,0.0,42,10,Low
753,gpt-4.1,left,in-front,0,low,1.84,1320,0.0,42,10,Low
754,gpt-4.1,left,in-front,0,low,2.15,1328,0.0,42,10,Low
755,gpt-4.1,left,in-front,0,low,1.61,1289,0.0,42,10,Low
756,gpt-4.1,left,behind,0,low,1.67,1290,0.0,42,10,Low
757,gpt-4.1,left,left,1,low,1.95,1303,0.0,42,10,Low
758,gpt-4.1,left,in-front,0,low,2.04,1321,0.0,42,10,Low
759,gpt-4.1,left,left,1,low,1.95,1322,0.0,42,10,Low
760,gpt-4.1,left,right,0,low,1.84,1325,0.0,42,10,Low
761,gpt-4.1,left,left,1,low,1.74,1299,0.0,42,10,Low
762,gpt-4.1,left,in-front,0,low,1.84,1334,0.0,42,10,Low
763,gpt-4.1,left,right,0,low,2.05,1313,0.0,42,10,Low
764,gpt-4.1,left,left,1,low,4.15,1371,0.0,42,10,Low
765,gpt-4.1,left,in-front,0,low,2.2,1343,0.0,42,10,Low
766,gpt-4.1,left,left,1,low,3.28,1350,0.0,42,10,Low
767,gpt-4.1,left,left,1,low,3.09,1382,0.0,42,10,Low
768,gpt-4.1,left,in-front,0,low,4.49,1376,0.0,42,10,Low
769,gpt-4.1,left,right,0,low,3.07,1371,0.0,42,10,Low
770,gpt-4.1,left,left,1,low,3.24,1417,0.0,42,10,Low
771,gpt-4.1,left,left,1,low,2.79,1369,0.0,42,10,Low
772,gpt-4.1,left,in-front,0,low,3.52,1401,0.0,42,10,Low
773,gpt-4.1,left,in-front,0,low,1.5,1265,0.0,42,10,Low
774,gpt-4.1,left,right,0,low,4.01,1476,0.0,42,10,Low
775,gpt-4.1,left,left,1,low,2.14,1322,0.0,42,10,Low
776,gpt-4.1,left,right,0,low,3.58,1463,0.0,42,10,Low
777,gpt-4.1,left,left,1,low,2.25,1340,0.0,42,10,Low
778,gpt-4.1,left,left,1,low,1.84,1300,0.0,42,10,Low
779,gpt-4.1,left,in-front,0,low,2.66,1341,0.0,42,10,Low
780,gpt-4.1,left,right,0,low,3.25,1407,0.0,42,10,Low
781,gpt-4.1,left,behind,0,low,2.28,1339,0.0,42,10,Low
782,gpt-4.1,left,left,1,low,2.56,1348,0.0,42,10,Low
783,gpt-4.1,left,left,1,low,2.36,1344,0.0,42,10,Low
784,gpt-4.1,left,in-front,0,low,3.48,1434,0.0,42,10,Low
785,gpt-4.1,left,left,1,low,2.67,1372,0.0,42,10,Low
786,gpt-4.1,left,left,1,low,2.04,1330,0.0,42,10,Low
787,gpt-4.1,left,right,0,low,2.46,1326,0.0,42,10,Low
788,gpt-4.1,left,left,1,low,2.46,1386,0.0,42,10,Low
789,gpt-4.1,left,left,1,low,2.8,1383,0.0,42,10,Low
790,gpt-4.1,left,left,1,low,3.55,1416,0.0,42,10,Low
791,gpt-4.1,left,left,1,low,3.27,1376,0.0,42,10,Low
792,gpt-4.1,left,left,1,low,3.44,1398,0.0,42,10,Low
793,gpt-4.1,left,in-front,0,low,2.81,1376,0.0,42,10,Low
794,gpt-4.1,left,left,1,low,2.98,1366,0.0,42,10,Low
795,gpt-4.1,left,left,1,low,2.24,1306,0.0,42,10,Low
796,gpt-4.1,left,behind,0,low,1.54,1260,0.0,42,10,Low
797,gpt-4.1,left,right,0,low,2.87,1376,0.0,42,10,Low
798,gpt-4.1,left,right,0,low,2.97,1368,0.0,42,10,Low
799,gpt-4.1,left,in-front,0,low,3.18,1401,0.0,42,10,Low
800,gpt-4.1,left,left,1,low,2.99,1380,0.0,42,10,Low
1,gpt-4.1,behind-right,behind-right,1,medium,4.41,1563,0.0,42,10,Medium
2,gpt-4.1,behind-right,in-front-left,0,medium,6.1,1716,0.0,42,10,Medium
3,gpt-4.1,behind-right,behind-left,0,medium,3.55,1447,0.0,42,10,Medium
4,gpt-4.1,behind-right,behind-left,0,medium,7.83,1838,0.0,42,10,Medium
5,gpt-4.1,behind-right,behind-right,1,medium,8.18,1879,0.0,42,10,Medium
6,gpt-4.1,behind-right,behind-right,1,medium,6.66,1709,0.0,42,10,Medium
7,gpt-4.1,behind-right,behind-left,0,medium,6.03,1620,0.0,42,10,Medium
8,gpt-4.1,behind-right,behind-left,0,medium,5.13,1613,0.0,42,10,Medium
9,gpt-4.1,behind-right,behind-right,1,medium,8.18,1835,0.0,42,10,Medium
10,gpt-4.1,behind-right,behind-left,0,medium,10.09,1858,0.0,42,10,Medium
11,gpt-4.1,behind-right,behind-left,0,medium,2.46,1431,0.0,42,10,Medium
12,gpt-4.1,behind-right,behind-right,1,medium,3.47,1513,0.0,42,10,Medium
13,gpt-4.1,behind-right,behind-right,1,medium,4.67,1613,0.0,42,10,Medium
14,gpt-4.1,behind-right,in-front-right,0,medium,4.2,1591,0.0,42,10,Medium
15,gpt-4.1,behind-right,behind-left,0,medium,4.15,1561,0.0,42,10,Medium
16,gpt-4.1,behind-right,behind-left,0,medium,6.08,1675,0.0,42,10,Medium
17,gpt-4.1,behind-right,in-front-right,0,medium,4.51,1617,0.0,42,10,Medium
18,gpt-4.1,behind-right,behind-right,1,medium,2.2,1390,0.0,42,10,Medium
19,gpt-4.1,behind-right,in-front-right,0,medium,5.57,1650,0.0,42,10,Medium
20,gpt-4.1,behind-right,in-front-right,0,medium,6.46,1727,0.0,42,10,Medium
21,gpt-4.1,behind-right,in-front-right,0,medium,5.73,1689,0.0,42,10,Medium
22,gpt-4.1,behind-right,behind-right,1,medium,7.97,1867,0.0,42,10,Medium
23,gpt-4.1,behind-right,behind-right,1,medium,3.67,1426,0.0,42,10,Medium
24,gpt-4.1,behind-right,in-front-right,0,medium,7.28,1726,0.0,42,10,Medium
25,gpt-4.1,behind-right,behind-right,1,medium,9.87,1953,0.0,42,10,Medium
26,gpt-4.1,behind-right,in-front-right,0,medium,6.25,1698,0.0,42,10,Medium
27,gpt-4.1,behind-right,behind-right,1,medium,5.21,1656,0.0,42,10,Medium
28,gpt-4.1,behind-right,behind-left,0,medium,7.32,1816,0.0,42,10,Medium
29,gpt-4.1,behind-right,in-front-left,0,medium,3.19,1486,0.0,42,10,Medium
30,gpt-4.1,behind-right,behind-right,1,medium,5.46,1670,0.0,42,10,Medium
31,gpt-4.1,behind-right,behind-left,0,medium,2.42,1417,0.0,42,10,Medium
32,gpt-4.1,behind-right,behind-right,1,medium,2.1,1393,0.0,42,10,Medium
33,gpt-4.1,behind-right,in-front-left,0,medium,3.13,1464,0.0,42,10,Medium
34,gpt-4.1,behind-right,in-front-right,0,medium,4.91,1598,0.0,42,10,Medium
35,gpt-4.1,behind-right,behind-left,0,medium,5.28,1619,0.0,42,10,Medium
36,gpt-4.1,behind-right,behind-right,1,medium,7.89,1773,0.0,42,10,Medium
37,gpt-4.1,behind-right,behind-left,0,medium,6.9,1654,0.0,42,10,Medium
38,gpt-4.1,behind-right,in-front-right,0,medium,6.09,1676,0.0,42,10,Medium
39,gpt-4.1,behind-right,behind-right,1,medium,6.14,1700,0.0,42,10,Medium
40,gpt-4.1,behind-right,behind-right,1,medium,9.25,1944,0.0,42,10,Medium
41,gpt-4.1,behind-right,in-front-left,0,medium,6.63,1733,0.0,42,10,Medium
42,gpt-4.1,behind-right,behind-left,0,medium,5.02,1669,0.0,42,10,Medium
43,gpt-4.1,behind-right,behind-right,1,medium,10.75,1939,0.0,42,10,Medium
44,gpt-4.1,behind-right,behind-right,1,medium,7.58,1772,0.0,42,10,Medium
45,gpt-4.1,behind-right,behind-right,1,medium,5.22,1624,0.0,42,10,Medium
46,gpt-4.1,behind-right,in-front-right,0,medium,7.68,1774,0.0,42,10,Medium
47,gpt-4.1,behind-right,in-front-left,0,medium,10.66,2085,0.0,42,10,Medium
48,gpt-4.1,behind-right,in-front-left,0,medium,3.53,1500,0.0,42,10,Medium
49,gpt-4.1,behind-right,in-front-right,0,medium,3.79,1553,0.0,42,10,Medium
50,gpt-4.1,behind-right,in-front-left,0,medium,3.89,1562,0.0,42,10,Medium
51,gpt-4.1,in-front-left,in-front-right,0,medium,6.49,1711,0.0,42,10,Medium
52,gpt-4.1,in-front-left,in-front-right,0,medium,6.05,1696,0.0,42,10,Medium
53,gpt-4.1,in-front-left,in-front-left,1,medium,5.42,1653,0.0,42,10,Medium
54,gpt-4.1,in-front-left,in-front-left,1,medium,3.3,1491,0.0,42,10,Medium
55,gpt-4.1,in-front-left,in-front-left,1,medium,5.6,1638,0.0,42,10,Medium
56,gpt-4.1,in-front-left,in-front-left,1,medium,4.18,1603,0.0,42,10,Medium
57,gpt-4.1,in-front-left,behind-right,0,medium,6.27,1726,0.0,42,10,Medium
58,gpt-4.1,in-front-left,in-front-left,1,medium,6.76,1763,0.0,42,10,Medium
59,gpt-4.1,in-front-left,in-front-left,1,medium,3.86,1570,0.0,42,10,Medium
60,gpt-4.1,in-front-left,behind-left,0,medium,4.65,1619,0.0,42,10,Medium
61,gpt-4.1,in-front-left,in-front-left,1,medium,8.08,1767,0.0,42,10,Medium
62,gpt-4.1,in-front-left,behind-left,0,medium,6.55,1757,0.0,42,10,Medium
63,gpt-4.1,in-front-left,behind-right,0,medium,7.28,1728,0.0,42,10,Medium
64,gpt-4.1,in-front-left,behind-right,0,medium,6.45,1643,0.0,42,10,Medium
65,gpt-4.1,in-front-left,in-front-left,1,medium,6.85,1765,0.0,42,10,Medium
66,gpt-4.1,in-front-left,in-front-right,0,medium,4.44,1575,0.0,42,10,Medium
67,gpt-4.1,in-front-left,in-front-right,0,medium,5.19,1682,0.0,42,10,Medium
68,gpt-4.1,in-front-left,in-front-right,0,medium,7.15,1753,0.0,42,10,Medium
69,gpt-4.1,in-front-left,in-front-left,1,medium,9.44,1969,0.0,42,10,Medium
70,gpt-4.1,in-front-left,in-front-left,1,medium,3.85,1479,0.0,42,10,Medium
71,gpt-4.1,in-front-left,behind-left,0,medium,6.03,1686,0.0,42,10,Medium
72,gpt-4.1,in-front-left,in-front-right,0,medium,16.24,2329,0.0,42,10,Medium
73,gpt-4.1,in-front-left,in-front-left,1,medium,7.58,1652,0.0,42,10,Medium
74,gpt-4.1,in-front-left,behind-left,0,medium,5.49,1595,0.0,42,10,Medium
75,gpt-4.1,in-front-left,behind-right,0,medium,6.29,1760,0.0,42,10,Medium
76,gpt-4.1,in-front-left,in-front-left,1,medium,6.21,1644,0.0,42,10,Medium
77,gpt-4.1,in-front-left,in-front-right,0,medium,7.18,1656,0.0,42,10,Medium
78,gpt-4.1,in-front-left,behind-left,0,medium,8.13,1943,0.0,42,10,Medium
79,gpt-4.1,in-front-left,in-front-left,1,medium,4.51,1540,0.0,42,10,Medium
80,gpt-4.1,in-front-left,in-front-right,0,medium,6.13,1704,0.0,42,10,Medium
81,gpt-4.1,in-front-left,in-front-left,1,medium,4.71,1567,0.0,42,10,Medium
82,gpt-4.1,in-front-left,in-front-left,1,medium,6.95,1755,0.0,42,10,Medium
83,gpt-4.1,in-front-left,in-front-right,0,medium,5.53,1643,0.0,42,10,Medium
84,gpt-4.1,in-front-left,in-front-left,1,medium,9.12,1802,0.0,42,10,Medium
85,gpt-4.1,in-front-left,in-front-left,1,medium,5.2,1606,0.0,42,10,Medium
86,gpt-4.1,in-front-left,in-front-right,0,medium,6.16,1651,0.0,42,10,Medium
87,gpt-4.1,in-front-left,in-front-right,0,medium,3.79,1512,0.0,42,10,Medium
88,gpt-4.1,in-front-left,behind-left,0,medium,5.29,1617,0.0,42,10,Medium
89,gpt-4.1,in-front-left,in-front-left,1,medium,7.62,1714,0.0,42,10,Medium
90,gpt-4.1,in-front-left,in-front-left,1,medium,4.28,1581,0.0,42,10,Medium
91,gpt-4.1,in-front-left,behind-left,0,medium,3.15,1431,0.0,42,10,Medium
92,gpt-4.1,in-front-left,in-front-left,1,medium,11.62,1927,0.0,42,10,Medium
93,gpt-4.1,in-front-left,in-front-right,0,medium,7.27,1727,0.0,42,10,Medium
94,gpt-4.1,in-front-left,in-front-left,1,medium,10.03,1901,0.0,42,10,Medium
95,gpt-4.1,in-front-left,in-front-left,1,medium,6.17,1702,0.0,42,10,Medium
96,gpt-4.1,in-front-left,in-front-left,1,medium,5.0,1620,0.0,42,10,Medium
97,gpt-4.1,in-front-left,in-front-left,1,medium,5.62,1646,0.0,42,10,Medium
98,gpt-4.1,in-front-left,in-front-left,1,medium,7.41,1742,0.0,42,10,Medium
99,gpt-4.1,in-front-left,in-front-right,0,medium,6.26,1557,0.0,42,10,Medium
100,gpt-4.1,in-front-left,behind-right,0,medium,5.24,1606,0.0,42,10,Medium
101,gpt-4.1,in-front-right,behind-left,0,medium,6.79,1638,0.0,42,10,Medium
102,gpt-4.1,in-front-right,behind-left,0,medium,6.84,1704,0.0,42,10,Medium
103,gpt-4.1,in-front-right,in-front-left,0,medium,8.73,1843,0.0,42,10,Medium
104,gpt-4.1,in-front-right,in-front-right,1,medium,10.74,1955,0.0,42,10,Medium
105,gpt-4.1,in-front-right,behind-left,0,medium,6.57,1683,0.0,42,10,Medium
106,gpt-4.1,in-front-right,behind-left,0,medium,5.33,1562,0.0,42,10,Medium
107,gpt-4.1,in-front-right,behind-left,0,medium,4.35,1516,0.0,42,10,Medium
108,gpt-4.1,in-front-right,in-front-left,0,medium,3.11,1478,0.0,42,10,Medium
109,gpt-4.1,in-front-right,behind-left,0,medium,3.25,1463,0.0,42,10,Medium
110,gpt-4.1,in-front-right,in-front-right,1,medium,3.48,1476,0.0,42,10,Medium
111,gpt-4.1,in-front-right,in-front-left,0,medium,8.04,1875,0.0,42,10,Medium
112,gpt-4.1,in-front-right,in-front-right,1,medium,3.74,1475,0.0,42,10,Medium
113,gpt-4.1,in-front-right,in-front-left,0,medium,4.97,1610,0.0,42,10,Medium
114,gpt-4.1,in-front-right,behind-right,0,medium,4.59,1580,0.0,42,10,Medium
115,gpt-4.1,in-front-right,behind-right,0,medium,3.35,1479,0.0,42,10,Medium
116,gpt-4.1,in-front-right,behind-right,0,medium,7.42,1735,0.0,42,10,Medium
117,gpt-4.1,in-front-right,behind-left,0,medium,8.6,1784,0.0,42,10,Medium
118,gpt-4.1,in-front-right,behind-left,0,medium,10.96,1988,0.0,42,10,Medium
119,gpt-4.1,in-front-right,in-front-left,0,medium,6.35,1696,0.0,42,10,Medium
120,gpt-4.1,in-front-right,in-front-right,1,medium,3.54,1493,0.0,42,10,Medium
121,gpt-4.1,in-front-right,in-front-right,1,medium,12.19,2126,0.0,42,10,Medium
122,gpt-4.1,in-front-right,in-front-left,0,medium,6.74,1668,0.0,42,10,Medium
123,gpt-4.1,in-front-right,behind-left,0,medium,14.42,2247,0.0,42,10,Medium
124,gpt-4.1,in-front-right,behind-right,0,medium,5.49,1626,0.0,42,10,Medium
125,gpt-4.1,in-front-right,behind-left,0,medium,12.4,1942,0.0,42,10,Medium
126,gpt-4.1,in-front-right,in-front-right,1,medium,5.32,1628,0.0,42,10,Medium
127,gpt-4.1,in-front-right,behind-right,0,medium,6.75,1752,0.0,42,10,Medium
128,gpt-4.1,in-front-right,in-front-right,1,medium,8.1,1792,0.0,42,10,Medium
129,gpt-4.1,in-front-right,in-front-right,1,medium,7.75,1802,0.0,42,10,Medium
130,gpt-4.1,in-front-right,behind-left,0,medium,6.97,1715,0.0,42,10,Medium
131,gpt-4.1,in-front-right,in-front-left,0,medium,8.21,1852,0.0,42,10,Medium
132,gpt-4.1,in-front-right,in-front-right,1,medium,5.24,1640,0.0,42,10,Medium
133,gpt-4.1,in-front-right,in-front-right,1,medium,3.01,1469,0.0,42,10,Medium
134,gpt-4.1,in-front-right,in-front-left,0,medium,4.86,1629,0.0,42,10,Medium
135,gpt-4.1,in-front-right,in-front-right,1,medium,5.03,1655,0.0,42,10,Medium
136,gpt-4.1,in-front-right,in-front-left,0,medium,6.3,1702,0.0,42,10,Medium
137,gpt-4.1,in-front-right,behind-right,0,medium,7.01,1749,0.0,42,10,Medium
138,gpt-4.1,in-front-right,behind-left,0,medium,3.13,1459,0.0,42,10,Medium
139,gpt-4.1,in-front-right,in-front-left,0,medium,4.09,1570,0.0,42,10,Medium
140,gpt-4.1,in-front-right,behind-right,0,medium,8.75,1845,0.0,42,10,Medium
141,gpt-4.1,in-front-right,behind-right,0,medium,10.24,2048,0.0,42,10,Medium
142,gpt-4.1,in-front-right,in-front-left,0,medium,6.04,1740,0.0,42,10,Medium
143,gpt-4.1,in-front-right,in-front-right,1,medium,6.24,1752,0.0,42,10,Medium
144,gpt-4.1,in-front-right,behind-left,0,medium,4.72,1617,0.0,42,10,Medium
145,gpt-4.1,in-front-right,in-front-right,1,medium,5.42,1625,0.0,42,10,Medium
146,gpt-4.1,in-front-right,in-front-right,1,medium,3.37,1478,0.0,42,10,Medium
147,gpt-4.1,in-front-right,behind-right,0,medium,9.06,1883,0.0,42,10,Medium
148,gpt-4.1,in-front-right,behind-right,0,medium,4.73,1576,0.0,42,10,Medium
149,gpt-4.1,in-front-right,in-front-right,1,medium,4.15,1564,0.0,42,10,Medium
150,gpt-4.1,in-front-right,behind-left,0,medium,3.91,1527,0.0,42,10,Medium
151,gpt-4.1,behind-left,in-front-left,0,medium,7.59,1788,0.0,42,10,Medium
152,gpt-4.1,behind-left,behind-left,1,medium,5.6,1673,0.0,42,10,Medium
153,gpt-4.1,behind-left,behind-left,1,medium,3.85,1522,0.0,42,10,Medium
154,gpt-4.1,behind-left,behind-left,1,medium,4.13,1587,0.0,42,10,Medium
155,gpt-4.1,behind-left,behind-left,1,medium,1.94,1378,0.0,42,10,Medium
156,gpt-4.1,behind-left,behind-left,1,medium,9.01,1821,0.0,42,10,Medium
157,gpt-4.1,behind-left,in-front-left,0,medium,4.31,1585,0.0,42,10,Medium
158,gpt-4.1,behind-left,in-front-left,0,medium,5.23,1578,0.0,42,10,Medium
159,gpt-4.1,behind-left,behind-left,1,medium,5.59,1662,0.0,42,10,Medium
160,gpt-4.1,behind-left,behind-right,0,medium,4.26,1552,0.0,42,10,Medium
161,gpt-4.1,behind-left,behind-left,1,medium,8.09,1831,0.0,42,10,Medium
162,gpt-4.1,behind-left,behind-left,1,medium,3.84,1533,0.0,42,10,Medium
163,gpt-4.1,behind-left,behind-left,1,medium,2.43,1442,0.0,42,10,Medium
164,gpt-4.1,behind-left,behind-left,1,medium,2.91,1467,0.0,42,10,Medium
165,gpt-4.1,behind-left,behind-left,1,medium,8.84,1776,0.0,42,10,Medium
166,gpt-4.1,behind-left,in-front-right,0,medium,7.54,1813,0.0,42,10,Medium
167,gpt-4.1,behind-left,in-front-left,0,medium,3.96,1518,0.0,42,10,Medium
168,gpt-4.1,behind-left,behind-right,0,medium,4.4,1561,0.0,42,10,Medium
169,gpt-4.1,behind-left,behind-left,1,medium,6.56,1735,0.0,42,10,Medium
170,gpt-4.1,behind-left,in-front-right,0,medium,3.27,1453,0.0,42,10,Medium
171,gpt-4.1,behind-left,behind-left,1,medium,7.62,1801,0.0,42,10,Medium
172,gpt-4.1,behind-left,behind-left,1,medium,5.55,1623,0.0,42,10,Medium
173,gpt-4.1,behind-left,behind-left,1,medium,5.81,1686,0.0,42,10,Medium
174,gpt-4.1,behind-left,behind-left,1,medium,6.46,1529,0.0,42,10,Medium
175,gpt-4.1,behind-left,in-front-left,0,medium,4.15,1495,0.0,42,10,Medium
176,gpt-4.1,behind-left,behind-left,1,medium,7.72,1663,0.0,42,10,Medium
177,gpt-4.1,behind-left,behind-right,0,medium,6.96,1806,0.0,42,10,Medium
178,gpt-4.1,behind-left,in-front-left,0,medium,4.37,1589,0.0,42,10,Medium
179,gpt-4.1,behind-left,behind-left,1,medium,10.16,1987,0.0,42,10,Medium
180,gpt-4.1,behind-left,behind-left,1,medium,6.24,1596,0.0,42,10,Medium
181,gpt-4.1,behind-left,in-front-right,0,medium,5.19,1621,0.0,42,10,Medium
182,gpt-4.1,behind-left,in-front-left,0,medium,3.2,1471,0.0,42,10,Medium
183,gpt-4.1,behind-left,behind-right,0,medium,4.59,1576,0.0,42,10,Medium
184,gpt-4.1,behind-left,in-front-left,0,medium,5.77,1650,0.0,42,10,Medium
185,gpt-4.1,behind-left,behind-right,0,medium,5.73,1619,0.0,42,10,Medium
186,gpt-4.1,behind-left,in-front-right,0,medium,7.07,1703,0.0,42,10,Medium
187,gpt-4.1,behind-left,behind-left,1,medium,3.33,1456,0.0,42,10,Medium
188,gpt-4.1,behind-left,behind-left,1,medium,6.04,1698,0.0,42,10,Medium
189,gpt-4.1,behind-left,behind-right,0,medium,3.52,1494,0.0,42,10,Medium
190,gpt-4.1,behind-left,in-front-left,0,medium,7.9,1795,0.0,42,10,Medium
191,gpt-4.1,behind-left,behind-left,1,medium,8.39,1861,0.0,42,10,Medium
192,gpt-4.1,behind-left,behind-left,1,medium,6.02,1592,0.0,42,10,Medium
193,gpt-4.1,behind-left,behind-left,1,medium,7.39,1787,0.0,42,10,Medium
194,gpt-4.1,behind-left,behind-left,1,medium,5.56,1622,0.0,42,10,Medium
195,gpt-4.1,behind-left,behind-left,1,medium,8.47,1798,0.0,42,10,Medium
196,gpt-4.1,behind-left,behind-left,1,medium,6.14,1708,0.0,42,10,Medium
197,gpt-4.1,behind-left,behind-right,0,medium,10.12,1999,0.0,42,10,Medium
198,gpt-4.1,behind-left,behind-left,1,medium,4.28,1560,0.0,42,10,Medium
199,gpt-4.1,behind-left,behind-left,1,medium,6.18,1720,0.0,42,10,Medium
200,gpt-4.1,behind-left,behind-right,0,medium,3.75,1530,0.0,42,10,Medium
201,gpt-4.1,right,left,0,medium,10.87,2087,0.0,42,10,Medium
202,gpt-4.1,right,left,0,medium,3.85,1532,0.0,42,10,Medium
203,gpt-4.1,right,right,1,medium,3.8,1538,0.0,42,10,Medium
204,gpt-4.1,right,left,0,medium,5.48,1637,0.0,42,10,Medium
205,gpt-4.1,right,right,1,medium,4.4,1590,0.0,42,10,Medium
206,gpt-4.1,right,right,1,medium,3.45,1484,0.0,42,10,Medium
207,gpt-4.1,right,left,0,medium,6.79,1780,0.0,42,10,Medium
208,gpt-4.1,right,right,1,medium,3.87,1495,0.0,42,10,Medium
209,gpt-4.1,right,left,0,medium,6.27,1679,0.0,42,10,Medium
210,gpt-4.1,right,in-front,0,medium,6.35,1644,0.0,42,10,Medium
211,gpt-4.1,right,left,0,medium,4.49,1571,0.0,42,10,Medium
212,gpt-4.1,right,left,0,medium,5.85,1629,0.0,42,10,Medium
213,gpt-4.1,right,behind,0,medium,4.06,1541,0.0,42,10,Medium
214,gpt-4.1,right,left,0,medium,7.78,1767,0.0,42,10,Medium
215,gpt-4.1,right,left,0,medium,5.38,1638,0.0,42,10,Medium
216,gpt-4.1,right,behind,0,medium,3.64,1523,0.0,42,10,Medium
217,gpt-4.1,right,right,1,medium,5.73,1664,0.0,42,10,Medium
218,gpt-4.1,right,left,0,medium,7.4,1835,0.0,42,10,Medium
219,gpt-4.1,right,right,1,medium,4.08,1534,0.0,42,10,Medium
220,gpt-4.1,right,right,1,medium,5.27,1618,0.0,42,10,Medium
221,gpt-4.1,right,right,1,medium,6.45,1722,0.0,42,10,Medium
222,gpt-4.1,right,left,0,medium,4.81,1596,0.0,42,10,Medium
223,gpt-4.1,right,right,1,medium,2.95,1420,0.0,42,10,Medium
224,gpt-4.1,right,behind,0,medium,5.95,1642,0.0,42,10,Medium
225,gpt-4.1,right,right,1,medium,5.62,1639,0.0,42,10,Medium
226,gpt-4.1,right,in-front,0,medium,4.68,1563,0.0,42,10,Medium
227,gpt-4.1,right,left,0,medium,5.41,1666,0.0,42,10,Medium
228,gpt-4.1,right,behind,0,medium,3.67,1466,0.0,42,10,Medium
229,gpt-4.1,right,left,0,medium,2.49,1403,0.0,42,10,Medium
230,gpt-4.1,right,right,1,medium,3.75,1527,0.0,42,10,Medium
231,gpt-4.1,right,right,1,medium,7.61,1682,0.0,42,10,Medium
232,gpt-4.1,right,left,0,medium,6.07,1555,0.0,42,10,Medium
233,gpt-4.1,right,right,1,medium,6.29,1700,0.0,42,10,Medium
234,gpt-4.1,right,right,1,medium,5.93,1686,0.0,42,10,Medium
235,gpt-4.1,right,right,1,medium,6.95,1758,0.0,42,10,Medium
236,gpt-4.1,right,right,1,medium,5.15,1609,0.0,42,10,Medium
237,gpt-4.1,right,right,1,medium,4.83,1546,0.0,42,10,Medium
238,gpt-4.1,right,right,1,medium,5.03,1585,0.0,42,10,Medium
239,gpt-4.1,right,left,0,medium,5.22,1561,0.0,42,10,Medium
240,gpt-4.1,right,right,1,medium,4.36,1553,0.0,42,10,Medium
241,gpt-4.1,right,right,1,medium,3.83,1537,0.0,42,10,Medium
242,gpt-4.1,right,in-front,0,medium,4.92,1589,0.0,42,10,Medium
243,gpt-4.1,right,right,1,medium,7.66,1830,0.0,42,10,Medium
244,gpt-4.1,right,right,1,medium,5.59,1646,0.0,42,10,Medium
245,gpt-4.1,right,right,1,medium,4.88,1606,0.0,42,10,Medium
246,gpt-4.1,right,in-front,0,medium,5.16,1640,0.0,42,10,Medium
247,gpt-4.1,right,left,0,medium,5.35,1561,0.0,42,10,Medium
248,gpt-4.1,right,in-front,0,medium,4.99,1584,0.0,42,10,Medium
249,gpt-4.1,right,right,1,medium,4.14,1527,0.0,42,10,Medium
250,gpt-4.1,right,right,1,medium,3.91,1530,0.0,42,10,Medium
251,gpt-4.1,behind,right,0,medium,3.71,1508,0.0,42,10,Medium
252,gpt-4.1,behind,behind,1,medium,2.86,1442,0.0,42,10,Medium
