prompt_id,model,expected_answer,predicted_answer,is_correct,complexity_level,time_taken,tokens_used,temperature,seed,grid_size
395,o4-mini,in-front,in-front,1,low,3.78,1448,0.0,42,10
396,o4-mini,in-front,in-front,1,low,3.72,1448,0.0,42,10
397,o4-mini,in-front,in-front,1,low,4.03,1448,0.0,42,10
398,o4-mini,in-front,in-front,1,low,4.50,1512,0.0,42,10
399,o4-mini,in-front,in-front,1,low,2.53,1320,0.0,42,10
400,o4-mini,in-front,in-front,1,low,4.79,1576,0.0,42,10
401,o4-mini,behind-right,behind-right,1,low,4.81,1512,0.0,42,10
402,o4-mini,behind-right,behind-right,1,low,6.54,1704,0.0,42,10
403,o4-mini,behind-right,behind-right,1,low,5.65,1576,0.0,42,10
404,o4-mini,behind-right,behind-right,1,low,12.19,2152,0.0,42,10
405,o4-mini,behind-right,behind-right,1,low,3.88,1448,0.0,42,10
406,o4-mini,behind-right,behind-right,1,low,5.26,1512,0.0,42,10
407,o4-mini,behind-right,behind-left,0,low,6.18,1640,0.0,42,10
408,o4-mini,behind-right,behind-right,1,low,8.69,1832,0.0,42,10
409,o4-mini,behind-right,behind,0,low,19.10,2662,0.0,42,10
410,o4-mini,behind-right,behind-right,1,low,5.12,1512,0.0,42,10
411,o4-mini,behind-right,behind-right,1,low,7.88,1704,0.0,42,10
412,o4-mini,behind-right,behind-right,1,low,7.47,1640,0.0,42,10
413,o4-mini,behind-right,behind-right,1,low,3.07,1448,0.0,42,10
414,o4-mini,behind-right,behind-right,1,low,7.67,1832,0.0,42,10
415,o4-mini,behind-right,behind-right,1,low,3.80,1448,0.0,42,10
416,o4-mini,behind-right,behind-right,1,low,7.16,1704,0.0,42,10
417,o4-mini,behind-right,behind-right,1,low,5.88,1640,0.0,42,10
418,o4-mini,behind-right,behind-right,1,low,4.98,1512,0.0,42,10
419,o4-mini,behind-right,behind-right,1,low,5.75,1576,0.0,42,10
420,o4-mini,behind-right,behind-right,1,low,2.85,1385,0.0,42,10
421,o4-mini,behind-right,behind-right,1,low,7.89,2024,0.0,42,10
422,o4-mini,behind-right,behind-right,1,low,4.42,1576,0.0,42,10
423,o4-mini,behind-right,behind-right,1,low,4.80,1704,0.0,42,10
424,o4-mini,behind-right,behind-right,1,low,3.29,1448,0.0,42,10
425,o4-mini,behind-right,behind-right,1,low,2.69,1448,0.0,42,10
426,o4-mini,behind-right,behind-left,0,low,5.63,1768,0.0,42,10
427,o4-mini,behind-right,behind-right,1,low,5.60,1704,0.0,42,10
428,o4-mini,behind-right,behind-right,1,low,5.93,1768,0.0,42,10
429,o4-mini,behind-right,behind-right,1,low,2.66,1384,0.0,42,10
430,o4-mini,behind-right,behind-right,1,low,6.14,1832,0.0,42,10
431,o4-mini,behind-right,behind-right,1,low,5.02,1640,0.0,42,10
432,o4-mini,behind-right,behind-right,1,low,6.49,1768,0.0,42,10
433,o4-mini,behind-right,behind-right,1,low,9.19,1960,0.0,42,10
434,o4-mini,behind-right,behind-right,1,low,4.59,1512,0.0,42,10
435,o4-mini,behind-right,behind-right,1,low,3.84,1512,0.0,42,10
436,o4-mini,behind-right,behind-left,0,low,4.26,1640,0.0,42,10
437,o4-mini,behind-right,behind-right,1,low,4.90,1704,0.0,42,10
438,o4-mini,behind-right,behind-right,1,low,5.73,1833,0.0,42,10
439,o4-mini,behind-right,behind-right,1,low,6.15,1896,0.0,42,10
440,o4-mini,behind-right,behind-right,1,low,3.89,1576,0.0,42,10
441,o4-mini,behind-right,behind-right,1,low,5.22,1768,0.0,42,10
442,o4-mini,behind-right,behind-right,1,low,3.59,1512,0.0,42,10
443,o4-mini,behind-right,behind-right,1,low,4.17,1640,0.0,42,10
444,o4-mini,behind-right,behind-right,1,low,4.64,1640,0.0,42,10
445,o4-mini,behind-right,behind-right,1,low,5.02,1640,0.0,42,10
446,o4-mini,behind-right,behind-right,1,low,5.80,1768,0.0,42,10
447,o4-mini,behind-right,behind-right,1,low,5.66,1768,0.0,42,10
448,o4-mini,behind-right,behind-right,1,low,7.76,1832,0.0,42,10
449,o4-mini,behind-right,behind-right,1,low,3.13,1448,0.0,42,10
450,o4-mini,behind-right,behind-right,1,low,5.25,1704,0.0,42,10
451,o4-mini,in-front-right,in-front-right,1,low,6.42,1898,0.0,42,10
452,o4-mini,in-front-right,in-front-right,1,low,4.88,1578,0.0,42,10
453,o4-mini,in-front-right,in-front-right,1,low,3.70,1514,0.0,42,10
454,o4-mini,in-front-right,in-front-right,1,low,4.96,1578,0.0,42,10
455,o4-mini,in-front-right,in-front-right,1,low,11.33,2282,0.0,42,10
456,o4-mini,in-front-right,in-front-right,1,low,3.85,1514,0.0,42,10
457,o4-mini,in-front-right,in-front-right,1,low,3.57,1450,0.0,42,10
458,o4-mini,in-front-right,in-front-right,1,low,2.72,1386,0.0,42,10
459,o4-mini,in-front-right,in-front-left,0,low,3.60,1514,0.0,42,10
460,o4-mini,in-front-right,in-front-right,1,low,7.80,1834,0.0,42,10
461,o4-mini,in-front-right,in-front-right,1,low,3.88,1514,0.0,42,10
462,o4-mini,in-front-right,in-front-right,1,low,6.32,1834,0.0,42,10
463,o4-mini,in-front-right,in-front-right,1,low,4.49,1450,0.0,42,10
464,o4-mini,in-front-right,in-front-right,1,low,4.72,1578,0.0,42,10
465,o4-mini,in-front-right,in-front-right,1,low,4.87,1706,0.0,42,10
466,o4-mini,in-front-right,in-front-right,1,low,6.80,1642,0.0,42,10
467,o4-mini,in-front-right,in-front-right,1,low,8.62,1578,0.0,42,10
468,o4-mini,in-front-right,in-front-right,1,low,3.89,1514,0.0,42,10
469,o4-mini,in-front-right,in-front-right,1,low,4.47,1642,0.0,42,10
470,o4-mini,in-front-right,in-front-right,1,low,8.44,2026,0.0,42,10
471,o4-mini,in-front-right,in-front-right,1,low,9.41,1962,0.0,42,10
472,o4-mini,in-front-right,in-front-right,1,low,6.80,1450,0.0,42,10
473,o4-mini,in-front-right,in-front-right,1,low,5.62,1386,0.0,42,10
474,o4-mini,in-front-right,in-front-right,1,low,5.95,1450,0.0,42,10
475,o4-mini,in-front-right,in-front-right,1,low,4.09,1450,0.0,42,10
476,o4-mini,in-front-right,in-front-right,1,low,3.97,1514,0.0,42,10
477,o4-mini,in-front-right,in-front-right,1,low,3.68,1514,0.0,42,10
478,o4-mini,in-front-right,in-front-right,1,low,6.28,1834,0.0,42,10
479,o4-mini,in-front-right,in-front-right,1,low,7.24,1770,0.0,42,10
480,o4-mini,in-front-right,in-front-right,1,low,4.75,1642,0.0,42,10
481,o4-mini,in-front-right,in-front-right,1,low,7.10,1962,0.0,42,10
482,o4-mini,in-front-right,in-front-right,1,low,6.04,1834,0.0,42,10
483,o4-mini,in-front-right,in-front-right,1,low,6.08,1834,0.0,42,10
484,o4-mini,in-front-right,in-front-right,1,low,4.33,1578,0.0,42,10
485,o4-mini,in-front-right,in-front-right,1,low,3.93,1514,0.0,42,10
486,o4-mini,in-front-right,in-front-right,1,low,6.58,1834,0.0,42,10
487,o4-mini,in-front-right,in-front-right,1,low,3.07,1450,0.0,42,10
488,o4-mini,in-front-right,in-front-right,1,low,3.00,1386,0.0,42,10
489,o4-mini,in-front-right,in-front-right,1,low,5.56,1770,0.0,42,10
490,o4-mini,in-front-right,in-front-right,1,low,5.19,1706,0.0,42,10
491,o4-mini,in-front-right,in-front-right,1,low,4.23,1642,0.0,42,10
492,o4-mini,in-front-right,in-front-right,1,low,4.02,1514,0.0,42,10
493,o4-mini,in-front-right,in-front-right,1,low,3.57,1450,0.0,42,10
494,o4-mini,in-front-right,in-front-right,1,low,5.52,1642,0.0,42,10
495,o4-mini,in-front-right,in-front-right,1,low,3.54,1514,0.0,42,10
496,o4-mini,in-front-right,in-front-right,1,low,4.82,1642,0.0,42,10
497,o4-mini,in-front-right,in-front-right,1,low,7.90,2026,0.0,42,10
498,o4-mini,in-front-right,in-front-right,1,low,6.16,1834,0.0,42,10
499,o4-mini,in-front-right,in-front-right,1,low,3.54,1514,0.0,42,10
500,o4-mini,in-front-right,in-front-right,1,low,5.93,1706,0.0,42,10
501,o4-mini,behind-left,behind-left,1,low,6.04,1768,0.0,42,10
502,o4-mini,behind-left,behind-left,1,low,8.51,2088,0.0,42,10
503,o4-mini,behind-left,behind-left,1,low,2.93,1448,0.0,42,10
504,o4-mini,behind-left,behind-left,1,low,3.95,1512,0.0,42,10
505,o4-mini,behind-left,behind-left,1,low,3.33,1448,0.0,42,10
506,o4-mini,behind-left,behind-left,1,low,3.95,1576,0.0,42,10
507,o4-mini,behind-left,behind-left,1,low,5.31,1768,0.0,42,10
508,o4-mini,behind-left,behind-left,1,low,6.81,1896,0.0,42,10
509,o4-mini,behind-left,behind-left,1,low,3.75,1512,0.0,42,10
510,o4-mini,behind-left,behind-left,1,low,4.26,1512,0.0,42,10
511,o4-mini,behind-left,behind-left,1,low,4.21,1512,0.0,42,10
512,o4-mini,behind-left,behind-left,1,low,5.13,1640,0.0,42,10
513,o4-mini,behind-left,behind-left,1,low,6.49,1896,0.0,42,10
514,o4-mini,behind-left,behind-left,1,low,6.53,1896,0.0,42,10
515,o4-mini,behind-left,behind-left,1,low,4.56,1576,0.0,42,10
516,o4-mini,behind-left,behind-left,1,low,3.80,1576,0.0,42,10
517,o4-mini,behind-left,behind-left,1,low,4.56,1640,0.0,42,10
518,o4-mini,behind-left,behind-left,1,low,3.06,1512,0.0,42,10
519,o4-mini,behind-left,behind-left,1,low,2.46,1384,0.0,42,10
520,o4-mini,behind-left,behind-left,1,low,6.55,1832,0.0,42,10
521,o4-mini,behind-left,behind-left,1,low,8.40,1960,0.0,42,10
522,o4-mini,behind-left,behind-left,1,low,4.77,1576,0.0,42,10
523,o4-mini,behind-left,behind-left,1,low,9.64,2088,0.0,42,10
524,o4-mini,behind-left,behind-left,1,low,3.61,1512,0.0,42,10
525,o4-mini,behind-left,behind-left,1,low,16.63,2408,0.0,42,10
526,o4-mini,behind-left,behind-left,1,low,3.23,1448,0.0,42,10
527,o4-mini,behind-left,behind-left,1,low,3.86,1512,0.0,42,10
528,o4-mini,behind-left,behind-left,1,low,4.70,1640,0.0,42,10
529,o4-mini,behind-left,behind-left,1,low,5.02,1704,0.0,42,10
530,o4-mini,behind-left,behind-left,1,low,3.86,1576,0.0,42,10
531,o4-mini,behind-left,behind-left,1,low,3.85,1448,0.0,42,10
532,o4-mini,behind-left,behind-left,1,low,3.04,1512,0.0,42,10
533,o4-mini,behind-left,behind-left,1,low,3.60,1384,0.0,42,10
534,o4-mini,behind-left,behind-left,1,low,4.83,1640,0.0,42,10
535,o4-mini,behind-left,behind-left,1,low,3.72,1512,0.0,42,10
536,o4-mini,behind-left,behind-left,1,low,3.45,1512,0.0,42,10
537,o4-mini,behind-left,behind-left,1,low,3.08,1448,0.0,42,10
538,o4-mini,behind-left,behind-right,0,low,5.24,1640,0.0,42,10
539,o4-mini,behind-left,behind-left,1,low,6.90,1768,0.0,42,10
540,o4-mini,behind-left,behind-left,1,low,5.59,1704,0.0,42,10
541,o4-mini,behind-left,behind-left,1,low,4.87,1640,0.0,42,10
542,o4-mini,behind-left,behind-left,1,low,3.94,1576,0.0,42,10
543,o4-mini,behind-left,behind-left,1,low,4.61,1640,0.0,42,10
544,o4-mini,behind-left,behind-left,1,low,3.24,1385,0.0,42,10
545,o4-mini,behind-left,behind-left,1,low,3.56,1448,0.0,42,10
546,o4-mini,behind-left,behind-left,1,low,4.52,1512,0.0,42,10
547,o4-mini,behind-left,behind-left,1,low,9.48,1640,0.0,42,10
548,o4-mini,behind-left,behind-left,1,low,8.53,1512,0.0,42,10
549,o4-mini,behind-left,behind-left,1,low,5.51,1704,0.0,42,10
550,o4-mini,behind-left,behind-left,1,low,6.48,1640,0.0,42,10
551,o4-mini,in-front-left,in-front-left,1,low,5.40,1706,0.0,42,10
552,o4-mini,in-front-left,in-front-left,1,low,5.69,1770,0.0,42,10
553,o4-mini,in-front-left,in-front-left,1,low,6.52,1834,0.0,42,10
554,o4-mini,in-front-left,in-front-left,1,low,4.62,1642,0.0,42,10
555,o4-mini,in-front-left,in-front-left,1,low,3.68,1514,0.0,42,10
556,o4-mini,in-front-left,in-front-left,1,low,3.74,1578,0.0,42,10
557,o4-mini,in-front-left,in-front-left,1,low,3.69,1514,0.0,42,10
558,o4-mini,in-front-left,in-front-left,1,low,3.76,1578,0.0,42,10
559,o4-mini,in-front-left,in-front-left,1,low,4.23,1578,0.0,42,10
560,o4-mini,in-front-left,in-front-left,1,low,2.64,1450,0.0,42,10
561,o4-mini,in-front-left,in-front-left,1,low,4.07,1642,0.0,42,10
562,o4-mini,in-front-left,in-front-left,1,low,2.46,1386,0.0,42,10
563,o4-mini,in-front-left,in-front-left,1,low,2.57,1386,0.0,42,10
564,o4-mini,in-front-left,in-front-left,1,low,2.28,1386,0.0,42,10
565,o4-mini,in-front-left,in-front-left,1,low,7.71,1834,0.0,42,10
566,o4-mini,in-front-left,in-front-left,1,low,6.62,1578,0.0,42,10
567,o4-mini,in-front-left,in-front-left,1,low,5.00,1450,0.0,42,10
568,o4-mini,in-front-left,in-front-left,1,low,8.85,1578,0.0,42,10
569,o4-mini,in-front-left,in-front-left,1,low,3.70,1450,0.0,42,10
570,o4-mini,in-front-left,in-front-left,1,low,4.65,1578,0.0,42,10
571,o4-mini,in-front-left,in-front-left,1,low,5.19,1706,0.0,42,10
572,o4-mini,in-front-left,in-front-left,1,low,4.66,1578,0.0,42,10
573,o4-mini,in-front-left,in-front-left,1,low,7.06,1706,0.0,42,10
574,o4-mini,in-front-left,in-front-left,1,low,4.26,1642,0.0,42,10
575,o4-mini,in-front-left,in-front-left,1,low,8.77,1770,0.0,42,10
576,o4-mini,in-front-left,in-front-left,1,low,3.44,1514,0.0,42,10
577,o4-mini,in-front-left,in-front-left,1,low,3.11,1450,0.0,42,10
578,o4-mini,in-front-left,in-front-left,1,low,6.33,1642,0.0,42,10
579,o4-mini,in-front-left,in-front-left,1,low,4.31,1514,0.0,42,10
580,o4-mini,in-front-left,in-front-left,1,low,8.82,1642,0.0,42,10
581,o4-mini,in-front-left,in-front-right,0,low,4.18,1450,0.0,42,10
582,o4-mini,in-front-left,in-front-left,1,low,3.31,1386,0.0,42,10
583,o4-mini,in-front-left,in-front-left,1,low,10.44,1898,0.0,42,10
584,o4-mini,in-front-left,in-front-left,1,low,6.79,1834,0.0,42,10
585,o4-mini,in-front-left,in-front-left,1,low,6.71,1770,0.0,42,10
586,o4-mini,in-front-left,in-front-left,1,low,3.16,1450,0.0,42,10
587,o4-mini,in-front-left,in-front-left,1,low,3.17,1450,0.0,42,10
588,o4-mini,in-front-left,in-front-left,1,low,7.92,2026,0.0,42,10
589,o4-mini,in-front-left,in-front-left,1,low,2.97,1450,0.0,42,10
590,o4-mini,in-front-left,in-front-left,1,low,3.07,1450,0.0,42,10
591,o4-mini,in-front-left,in-front-left,1,low,4.07,1514,0.0,42,10
592,o4-mini,in-front-left,in-front-left,1,low,4.17,1514,0.0,42,10
593,o4-mini,in-front-left,in-front-left,1,low,6.61,1770,0.0,42,10
594,o4-mini,in-front-left,in-front-left,1,low,5.75,1706,0.0,42,10
595,o4-mini,in-front-left,in-front-left,1,low,6.57,1834,0.0,42,10
596,o4-mini,in-front-left,in-front-left,1,low,5.00,1706,0.0,42,10
597,o4-mini,in-front-left,in-front-left,1,low,2.86,1386,0.0,42,10
598,o4-mini,in-front-left,in-front-left,1,low,9.48,1706,0.0,42,10
599,o4-mini,in-front-left,in-front-left,1,low,4.66,1642,0.0,42,10
600,o4-mini,in-front-left,in-front-left,1,low,5.56,1834,0.0,42,10
601,o4-mini,right,right,1,low,4.60,1510,0.0,42,10
602,o4-mini,right,right,1,low,2.17,1382,0.0,42,10
603,o4-mini,right,right,1,low,4.47,1574,0.0,42,10
604,o4-mini,right,right,1,low,4.87,1638,0.0,42,10
605,o4-mini,right,right,1,low,8.17,1766,0.0,42,10
606,o4-mini,right,right,1,low,5.06,1574,0.0,42,10
607,o4-mini,right,right,1,low,8.51,1894,0.0,42,10
608,o4-mini,right,right,1,low,5.28,1702,0.0,42,10
609,o4-mini,right,right,1,low,4.85,1638,0.0,42,10
610,o4-mini,right,right,1,low,4.17,1574,0.0,42,10
611,o4-mini,right,right,1,low,2.62,1382,0.0,42,10
612,o4-mini,right,right,1,low,2.15,1318,0.0,42,10
613,o4-mini,right,right,1,low,5.81,1766,0.0,42,10
614,o4-mini,right,right,1,low,3.30,1382,0.0,42,10
615,o4-mini,right,right,1,low,2.87,1382,0.0,42,10
616,o4-mini,right,right,1,low,3.78,1446,0.0,42,10
617,o4-mini,right,right,1,low,5.54,1510,0.0,42,10
618,o4-mini,right,right,1,low,9.03,1766,0.0,42,10
619,o4-mini,right,right,1,low,3.66,1510,0.0,42,10
620,o4-mini,right,right,1,low,5.61,1766,0.0,42,10
621,o4-mini,right,right,1,low,3.70,1510,0.0,42,10
622,o4-mini,right,right,1,low,4.27,1510,0.0,42,10
623,o4-mini,right,right,1,low,3.37,1446,0.0,42,10
624,o4-mini,right,right,1,low,2.39,1318,0.0,42,10
625,o4-mini,right,right,1,low,5.53,1446,0.0,42,10
626,o4-mini,right,right,1,low,8.16,1958,0.0,42,10
627,o4-mini,right,right,1,low,4.17,1510,0.0,42,10
628,o4-mini,right,right,1,low,5.07,1702,0.0,42,10
629,o4-mini,right,right,1,low,3.89,1510,0.0,42,10
630,o4-mini,right,right,1,low,2.01,1318,0.0,42,10
631,o4-mini,right,right,1,low,3.40,1446,0.0,42,10
632,o4-mini,right,right,1,low,4.45,1574,0.0,42,10
633,o4-mini,right,right,1,low,4.15,1574,0.0,42,10
634,o4-mini,right,right,1,low,3.30,1510,0.0,42,10
635,o4-mini,right,right,1,low,4.54,1638,0.0,42,10
636,o4-mini,right,right,1,low,2.82,1382,0.0,42,10
637,o4-mini,right,right,1,low,3.26,1510,0.0,42,10
638,o4-mini,right,right,1,low,7.80,2150,0.0,42,10
639,o4-mini,right,right,1,low,3.64,1574,0.0,42,10
640,o4-mini,right,right,1,low,4.51,1638,0.0,42,10
641,o4-mini,right,right,1,low,2.72,1446,0.0,42,10
642,o4-mini,right,right,1,low,3.81,1574,0.0,42,10
643,o4-mini,right,right,1,low,6.91,1894,0.0,42,10
644,o4-mini,right,right,1,low,3.76,1510,0.0,42,10
645,o4-mini,right,right,1,low,3.34,1510,0.0,42,10
646,o4-mini,right,right,1,low,3.79,1574,0.0,42,10
647,o4-mini,right,right,1,low,6.97,1830,0.0,42,10
648,o4-mini,right,right,1,low,4.70,1446,0.0,42,10
649,o4-mini,right,right,1,low,4.99,1574,0.0,42,10
650,o4-mini,right,right,1,low,3.81,1510,0.0,42,10
651,o4-mini,in-front,in-front,1,low,4.15,1512,0.0,42,10
652,o4-mini,in-front,in-front,1,low,3.60,1448,0.0,42,10
653,o4-mini,in-front,in-front,1,low,4.53,1448,0.0,42,10
654,o4-mini,in-front,in-front,1,low,2.85,1384,0.0,42,10
655,o4-mini,in-front,in-front,1,low,4.96,1512,0.0,42,10
656,o4-mini,in-front,in-front,1,low,4.26,1512,0.0,42,10
657,o4-mini,in-front,in-front,1,low,4.29,1512,0.0,42,10
658,o4-mini,in-front,in-front,1,low,4.20,1512,0.0,42,10
659,o4-mini,in-front,in-front,1,low,2.45,1320,0.0,42,10
660,o4-mini,in-front,in-front,1,low,8.64,1512,0.0,42,10
661,o4-mini,in-front,in-front,1,low,3.35,1448,0.0,42,10
662,o4-mini,in-front,in-front,1,low,8.38,1512,0.0,42,10
663,o4-mini,in-front,in-front,1,low,3.87,1577,0.0,42,10
664,o4-mini,in-front,in-front,1,low,4.07,1512,0.0,42,10
665,o4-mini,in-front,in-front,1,low,2.47,1320,0.0,42,10
666,o4-mini,in-front,in-front,1,low,2.00,1320,0.0,42,10
667,o4-mini,in-front,in-front,1,low,2.95,1384,0.0,42,10
668,o4-mini,in-front,in-front,1,low,2.28,1384,0.0,42,10
669,o4-mini,in-front,in-front,1,low,2.89,1448,0.0,42,10
670,o4-mini,in-front,in-front,1,low,2.14,1384,0.0,42,10
671,o4-mini,in-front,in-front,1,low,4.04,1640,0.0,42,10
672,o4-mini,in-front,in-front,1,low,1.85,1320,0.0,42,10
673,o4-mini,in-front,in-front,1,low,3.22,1448,0.0,42,10
674,o4-mini,in-front,in-front,1,low,2.15,1320,0.0,42,10
675,o4-mini,in-front,in-front,1,low,3.27,1448,0.0,42,10
676,o4-mini,in-front,in-front,1,low,4.00,1512,0.0,42,10
677,o4-mini,in-front,in-front,1,low,3.11,1320,0.0,42,10
678,o4-mini,in-front,in-front,1,low,4.25,1512,0.0,42,10
679,o4-mini,in-front,in-front,1,low,3.22,1384,0.0,42,10
680,o4-mini,in-front,in-front,1,low,3.57,1448,0.0,42,10
681,o4-mini,in-front,in-front,1,low,3.96,1512,0.0,42,10
682,o4-mini,in-front,in-front,1,low,13.22,1576,0.0,42,10
683,o4-mini,in-front,in-front,1,low,2.50,1320,0.0,42,10
684,o4-mini,in-front,in-front,1,low,3.33,1384,0.0,42,10
685,o4-mini,in-front,in-front,1,low,3.52,1448,0.0,42,10
686,o4-mini,in-front,in-front,1,low,4.26,1576,0.0,42,10
687,o4-mini,in-front,in-front,1,low,2.77,1384,0.0,42,10
688,o4-mini,in-front,in-front,1,low,3.38,1448,0.0,42,10
689,o4-mini,in-front,in-front,1,low,3.38,1448,0.0,42,10
690,o4-mini,in-front,in-front,1,low,5.43,1448,0.0,42,10
691,o4-mini,in-front,in-front,1,low,5.19,1448,0.0,42,10
692,o4-mini,in-front,in-front,1,low,3.41,1320,0.0,42,10
693,o4-mini,in-front,in-front,1,low,4.28,1384,0.0,42,10
694,o4-mini,in-front,in-front,1,low,2.27,1320,0.0,42,10
695,o4-mini,in-front,in-front,1,low,5.32,1448,0.0,42,10
696,o4-mini,in-front,in-front,1,low,6.05,1512,0.0,42,10
697,o4-mini,in-front,in-front,1,low,7.49,1576,0.0,42,10
698,o4-mini,in-front,in-front,1,low,5.72,1448,0.0,42,10
699,o4-mini,in-front,in-front,1,low,2.89,1320,0.0,42,10
700,o4-mini,in-front,in-front,1,low,3.00,1384,0.0,42,10
701,o4-mini,behind,error,0,low,60.18,0,0.0,42,10
702,o4-mini,behind,behind,1,low,5.05,1574,0.0,42,10
703,o4-mini,behind,behind,1,low,3.53,1446,0.0,42,10
704,o4-mini,behind,behind,1,low,4.71,1574,0.0,42,10
705,o4-mini,behind,behind,1,low,2.66,1318,0.0,42,10
706,o4-mini,behind,behind,1,low,3.12,1382,0.0,42,10
707,o4-mini,behind,behind,1,low,3.94,1510,0.0,42,10
708,o4-mini,behind,behind,1,low,3.07,1446,0.0,42,10
709,o4-mini,behind,behind,1,low,2.28,1382,0.0,42,10
710,o4-mini,behind,behind,1,low,2.74,1383,0.0,42,10
711,o4-mini,behind,behind,1,low,3.38,1510,0.0,42,10
712,o4-mini,behind,behind,1,low,2.98,1510,0.0,42,10
713,o4-mini,behind,behind,1,low,3.81,1574,0.0,42,10
714,o4-mini,behind,behind,1,low,3.09,1446,0.0,42,10
715,o4-mini,behind,behind,1,low,2.82,1382,0.0,42,10
716,o4-mini,behind,behind,1,low,2.56,1382,0.0,42,10
717,o4-mini,behind,behind,1,low,4.90,1574,0.0,42,10
718,o4-mini,behind,behind,1,low,3.36,1382,0.0,42,10
719,o4-mini,behind,behind,1,low,3.63,1382,0.0,42,10
720,o4-mini,behind,behind,1,low,7.38,1702,0.0,42,10
721,o4-mini,behind,behind,1,low,3.47,1382,0.0,42,10
722,o4-mini,behind,behind,1,low,3.99,1446,0.0,42,10
723,o4-mini,behind,behind,1,low,3.71,1382,0.0,42,10
724,o4-mini,behind,behind,1,low,3.73,1382,0.0,42,10
725,o4-mini,behind,behind,1,low,2.22,1382,0.0,42,10
726,o4-mini,behind,behind,1,low,2.44,1382,0.0,42,10
727,o4-mini,behind,behind,1,low,3.52,1510,0.0,42,10
728,o4-mini,behind,behind,1,low,2.52,1382,0.0,42,10
729,o4-mini,behind,behind,1,low,2.77,1446,0.0,42,10
730,o4-mini,behind,behind,1,low,3.08,1446,0.0,42,10
731,o4-mini,behind,behind,1,low,3.57,1446,0.0,42,10
732,o4-mini,behind,behind,1,low,3.13,1382,0.0,42,10
733,o4-mini,behind,behind,1,low,3.20,1446,0.0,42,10
734,o4-mini,behind,behind,1,low,3.51,1447,0.0,42,10
735,o4-mini,behind,behind,1,low,3.42,1446,0.0,42,10
736,o4-mini,behind,behind,1,low,2.23,1318,0.0,42,10
737,o4-mini,behind,behind,1,low,2.25,1318,0.0,42,10
738,o4-mini,behind,behind,1,low,2.11,1318,0.0,42,10
739,o4-mini,behind,behind,1,low,3.19,1510,0.0,42,10
740,o4-mini,behind,behind,1,low,2.50,1382,0.0,42,10
741,o4-mini,behind,behind,1,low,2.40,1382,0.0,42,10
742,o4-mini,behind,behind,1,low,3.38,1510,0.0,42,10
743,o4-mini,behind,behind,1,low,2.57,1446,0.0,42,10
744,o4-mini,behind,behind,1,low,2.45,1382,0.0,42,10
745,o4-mini,behind,behind,1,low,3.04,1446,0.0,42,10
746,o4-mini,behind,behind,1,low,2.61,1446,0.0,42,10
747,o4-mini,behind,behind,1,low,2.23,1382,0.0,42,10
748,o4-mini,behind,behind,1,low,1.82,1318,0.0,42,10
749,o4-mini,behind,behind,1,low,3.21,1510,0.0,42,10
750,o4-mini,behind,behind,1,low,2.39,1382,0.0,42,10
751,o4-mini,left,left,1,low,3.09,1510,0.0,42,10
752,o4-mini,left,left,1,low,2.88,1446,0.0,42,10
753,o4-mini,left,left,1,low,3.53,1574,0.0,42,10
754,o4-mini,left,left,1,low,2.53,1382,0.0,42,10
755,o4-mini,left,left,1,low,1.95,1318,0.0,42,10
756,o4-mini,left,left,1,low,1.98,1318,0.0,42,10
757,o4-mini,left,left,1,low,3.28,1510,0.0,42,10
758,o4-mini,left,left,1,low,5.15,1702,0.0,42,10
759,o4-mini,left,left,1,low,4.98,1638,0.0,42,10
760,o4-mini,left,left,1,low,4.20,1510,0.0,42,10
761,o4-mini,left,left,1,low,5.11,1638,0.0,42,10
762,o4-mini,left,left,1,low,2.37,1318,0.0,42,10
763,o4-mini,left,left,1,low,3.58,1446,0.0,42,10
764,o4-mini,left,left,1,low,3.22,1382,0.0,42,10
765,o4-mini,left,left,1,low,2.17,1318,0.0,42,10
766,o4-mini,left,left,1,low,5.27,1702,0.0,42,10
767,o4-mini,left,left,1,low,2.75,1446,0.0,42,10
768,o4-mini,left,left,1,low,4.56,1638,0.0,42,10
769,o4-mini,left,left,1,low,3.43,1510,0.0,42,10
770,o4-mini,left,left,1,low,2.97,1446,0.0,42,10
771,o4-mini,left,right,0,low,2.76,1382,0.0,42,10
772,o4-mini,left,left,1,low,3.69,1510,0.0,42,10
773,o4-mini,left,left,1,low,4.35,1510,0.0,42,10
774,o4-mini,left,left,1,low,5.48,1766,0.0,42,10
775,o4-mini,left,left,1,low,3.69,1510,0.0,42,10
776,o4-mini,left,left,1,low,4.14,1574,0.0,42,10
777,o4-mini,left,left,1,low,8.89,1702,0.0,42,10
778,o4-mini,left,left,1,low,4.07,1574,0.0,42,10
779,o4-mini,left,left,1,low,4.68,1638,0.0,42,10
780,o4-mini,left,left,1,low,4.03,1574,0.0,42,10
781,o4-mini,left,left,1,low,5.22,1702,0.0,42,10
782,o4-mini,left,left,1,low,2.71,1446,0.0,42,10
783,o4-mini,left,left,1,low,4.43,1510,0.0,42,10
784,o4-mini,left,left,1,low,2.78,1382,0.0,42,10
785,o4-mini,left,left,1,low,2.92,1446,0.0,42,10
786,o4-mini,left,left,1,low,4.36,1510,0.0,42,10
787,o4-mini,left,left,1,low,3.47,1382,0.0,42,10
788,o4-mini,left,left,1,low,2.88,1318,0.0,42,10
